1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,,,2,50,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,,,2,66,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,,,2,30,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,,,2,47,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,,2,49,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,,,2,64,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,,,2,45,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,,,2,62,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,,,2,29,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,,,2,42,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,,,2,44,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,,,2,60,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,,,2,40,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,58,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,28,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,,,2,37,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,,,2,39,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,,,2,14,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,,,2,56,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,,,2,35,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,54,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,27,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,32,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,34,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,52,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,26,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,65,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,46,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,48,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,63,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,61,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,24,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,41,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,43,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,59,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,19,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,57,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,23,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,36,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,38,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,55,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,53,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,31,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,33,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,51,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
